name,responsible_for_v,responsible_for_i,receiving_v,receiving_i,prefix_list
Vasyl Stefanyk Precarpathian National University,0,0,0,3,10.15330
Vathek Publishing,2,0,0,2,10.1350
Vensel Publications,0,0,0,1,10.14805
Verein zur Forderung des Open Access Publizierens in den Quantenwissenschaften,8,29,31,0,10.22331
Vereinigung zur Kritik der politischen Okonomie e.V.,1,0,0,0,10.32387
Verlag Barbara Budrich GmbH,6,5,0,11,10.3224
Verlag C.H.Beck oHG,0,0,2,2,10.15358__10.17104
Verlag Dr. Otto Schmidt,0,0,0,1,10.9785
Verlag Eugen Ulmer,0,0,1,4,10.1399
Verlag Osterreich GmbH,0,0,0,1,10.33196
Verlag der Technischen Universitat Graz,0,0,8,12,10.3217
Verlag der Zeitschrift fuer Naturforschung,0,2,0,2,10.5560
Veterinaria Mexico OA,0,0,0,1,10.21753
Veterinary Journal of Ankara University,0,45,0,0,10.33988
Veterinary Pharmacology and Toxicology Association,3,1,0,0,10.38137
Veterinary World,5,5,0,30,10.14202
Veteriner Hekimler Dernegi Dergisi,0,6,0,0,10.33188
Vetinfo,1,0,0,0,10.51128
Victoria University,0,0,0,1,10.15209
"Vidar, Ltd.",0,0,1,0,10.24835
Vietnam National University Journal of Science,0,0,0,2,10.25073
Viguera Editores SLU,0,0,0,1,10.33588
Villanova University,0,0,0,1,10.33428
Vilnius Gediminas Technical University,12,955,0,139,10.3846__10.20334
Vilnius University Press,4,3,88,3,10.15388
Vinnytsia National Technical University,1,0,0,0,10.31649
Virginia Tech Libraries,0,2,0,5,10.21061
Virtual Explorer Pty Ltd.,0,0,0,31,10.3809
"Virtual Worlds Institute, Inc.",0,0,0,4,10.4101
Virtus Interpress,3,0,0,1,10.22495
Vital Biotech,0,0,0,3,10.18782
Vitebsk State Medical University,0,0,0,4,10.18484
Vocabulary Learning and Instruction,0,0,0,16,10.7820
Volgograd State Medical University,0,0,0,2,10.19163
Volgograd State University,0,0,0,5,10.15688
Vologda Research Center of the RAS,0,0,0,17,10.15838
Voronezh State University,0,0,0,3,10.17308
Vreden Russian Research Institute of Traumatology and Orthopedics,0,0,0,19,10.21823
Vytautas Magnus University,0,60,0,1,10.15544__10.15823
W.E. Upjohn Institute for Employment Research,0,0,0,3,10.17848
WARC Limited,1,14,0,5,10.2501
"WERI Education Research Development Printing Publication, Ltd.",0,11,0,0,10.22440
WHO Press,4,5,0,11,10.2471
WITPRESS LTD.,0,0,0,11,10.2495
WMU Department of Occupational Therapy,0,0,0,1,10.15453
WSB University in Wroclaw Publication Department,0,0,0,1,10.29015
Wageningen Academic Publishers,8,0,1,33,10.3920
Wageningen University and Research,0,0,764,1,10.18174
Walden University,0,0,6,1,10.5590
Wallace Center,0,0,0,2,10.14448
"Walsh Medical Media, LLC",2,0,0,0,10.3371
Walter de Gruyter GmbH,227,28787,10529,3193,10.2478__10.1515__10.2202__10.1524__10.3884
War Studies University,1,6,0,0,10.35467
Warsaw University of Life Sciences – SGGW Press,0,9,0,1,10.22630
Water Environment Federation,0,0,0,7,10.2175
Waterbird Society,0,0,0,13,10.1675
Waxmann,0,0,1,0,10.31244
Wayne State University Library System,4,18,1,8,10.22237
Wayne State University Press,1,148,1,1,10.13110
Weblaw,0,0,0,1,10.38023
Webmed Limited,0,0,0,1,10.9754
Weed Science Society,5,3,0,22,10.1614
Weed Science Society of Pakistan,0,0,0,1,10.28941
West Indian Medical Journal,0,0,0,6,10.7727
"West Pomeranian University of Technology, Szczecin",0,0,2,0,10.21005
Westburn Publishers,0,0,0,29,10.1362
Westcliff University,1,0,0,0,10.47670
Westerdijk Fungal Biodiversity Institute,0,0,0,10,10.3114
Western Australian Museum,0,0,0,1,10.18195
Western Japan Division of JDA,1,0,0,0,10.2336
Western Journal of Emergency Medicine,3,0,0,19,10.5811
Western North American Naturalist,0,0,0,16,10.3398
Weston Medical Publishing,0,0,0,10,10.5055
Whioce Publishing Pte Ltd,0,0,0,7,10.18063
Whitaker Institute,0,0,0,1,10.13072
White Horse Press,0,0,0,3,10.3197
White Rose University Press,0,0,0,1,10.22599
"Whiting & Birch, Ltd.",1,0,14,16,10.1921
Wildlife Biology,2,0,0,10,10.2981
Wildlife Disease Association,0,3,2,31,10.7589
Wildlife Information Liaison Development Society,0,0,0,11,10.11609
Wildlife Society,0,0,0,66,10.2193
Wiley,10402,51011,9937,88856,10.1111__10.1002__10.1046__10.1256__10.1634__10.1113__10.2134__10.1348__10.1890__10.2136__10.1034__10.1897__10.3170__10.1118__10.2903__10.2135__10.2746__10.4319__10.3401__10.1196__10.14814__10.3322__10.1359__10.4218__10.1516__10.3162__10.1301__10.2164__10.2966__10.7863__10.4195__10.1592__10.1526__10.1892__10.5054__10.1506
"Wilmington Scientific Publisher, LLC",0,0,2,2,10.11948
Wilolud Journals,0,0,0,10,10.5707
Wilson Ornithological Society,0,0,0,14,10.1676
Wireilla Scientific Publications,0,0,0,4,10.14810
Wits University Press,1,0,0,0,10.18772
Wohllebe & Ross Publishing,1,0,0,0,10.51137
"Wolfram Research, Inc.",0,0,0,2,10.3888__10.24097
World Association for Triple Helix and Future Strategy Studies,0,1,0,1,10.17477
World Bank,9,9,37,170,10.1596
World Bird Names International Ornithologists Union,0,0,0,1,10.14344
World Health Organization Regional Office for the Eastern Mediterranean (WHO/EMRO),0,0,0,3,10.26719
"World Health Organization, Western Pacific Regional Office",0,0,0,12,10.5365
World Journal of Emergency Medicine,3,0,0,48,10.5847
World Journal of Pharmacy and Pharmaceutical Sciences,0,0,0,132,10.20959
World Journal of Traditional Chinese Medicine,0,0,0,1,10.15806
World Maritime University,0,0,0,1,10.21677
World Resources Institute,0,0,5,0,10.46830
World Scholars,0,0,0,24,10.11634
World Scientific Pub Co Pte Lt,139,42,1,293,10.1142
World Tourism Organization (UNWTO),0,0,7,13,10.18111
World Trade Organization,0,0,0,1,10.30875
World Wide Journals,10,0,0,0,10.36106
Worldwide Protein Data Bank,0,0,0,9,10.2210
WormBook,0,0,0,51,10.1895
Wroclaw Medical University,0,0,0,8,10.17219
Wroclaw University of Economics and Business,0,0,2,9,10.15611
Wydawnictwo Adam Marszalek,0,0,1,2,10.15804
Wydawnictwo Naukowe Gabriel Borowski (WNGB),0,0,0,7,10.12911__10.12912
Wydawnictwo Uniwersytetu Wroclawskiego,0,0,1,1,10.19195
Wyzsza Szkola Gospodarki Euroregionalnej im. Alcide de Gasperi w Jozefowie,0,0,0,1,10.13166
Wyzsza Szkola Logistyki (Poznan School of Logistics),0,0,0,1,10.17270
Xia & He Publishing,4,0,0,1,10.14218
"YEDI: Journal of Art, Design and Science",0,2,0,2,10.17484
Yamaguchi University Medical Association,1,0,0,0,10.2342
Yamashina Institute for Ornithology,0,5,0,0,10.3312
Yaoyi International Publishing,0,0,0,3,10.21127
Yasam Becerileri Psikoloji Dergisi,0,16,0,0,10.31461
Yerbilimleri,0,10,0,0,10.17824
Yerkure Tanitim ve Yayincilik Hizmetleri,0,0,0,17,10.9999
Yerkure Tanitim ve Yayincilik Hizmetleri,0,0,0,1,10.5350
Yeungnam University College of Medicine,2,0,0,1,10.12701
Yijun Institute of International Law,0,0,0,1,10.14330
Yildiz Teknik University - Uluslararasi Alan Egitimi Dergisi,0,2,0,0,10.32570
Yonetim Bilimleri Dergisi,0,54,0,0,10.35408
Yonetim ve Ekonomi,0,16,0,0,10.18657
Yonetim ve Ekonomi Arastirmalari Dergisi - Journal of Management and Economics Research,0,14,0,1,10.11611
Yong Loo Lin School of Medicine,1,0,0,0,10.29060
Yonsei Institute for North Korean Studies,1,2,0,0,10.15795
Yonsei University College of Medicine,5,0,0,14,10.3349
York University Libraries,3,2,994,0,10.25071
Yorum-Yonetim-Yontem Uluslararasi Yonetim-Ekonomi ve Felsefe Dergisi,0,3,0,0,10.32705
Yuzuncu Yil Universitesi Tarim Bilimleri Dergisi,0,108,0,0,10.29133
ZAGENO,0,0,0,2,10.31109
ZBW - German National Library of Economics,0,0,0,21,10.5018
ZIbeline International Publishing,0,0,0,2,10.26480
Zaporozhye State Medical University,0,0,0,2,10.14739
"ZappyLab, Inc.",0,3,2,4,10.17504
Zarqa University,0,0,2,0,10.34028
Zayed University Press,0,0,5,0,10.18538
Zeitschrift fur Praktische Philosophie,1,0,0,0,10.22613
Zeppelini Editorial e Comunicacao,0,0,0,3,10.5327
Zgodovinsko drustvo dr. Franca Kovacica v Mariboru,1,0,0,0,10.32874
Zhejiang University Press,6,156,0,3,10.1631
Zhytomyr State Technological University,0,0,0,4,10.26642
Zinianz Publishing Pvt Ltd,0,0,0,1,10.28915
Ziraat Muhendisligi,0,1,0,0,10.33724
Zonguldak Karaelmas University,0,0,0,8,10.5961
Zoological Institute of the Russian Academy of Sciences,2,0,1,0,10.31610
Zoological Research,0,0,0,7,10.24272
Zoological Society of Japan,5,0,0,14,10.2108
conexus,0,0,1,0,10.24445
e-Kafkas Egitim Arastirmalari Dergisi,0,2,0,0,10.30900
e-Sarkiyat Ilmi Arastirmalari Dergisi,0,1,0,0,10.26791
eJournalPlus,0,0,0,3,10.22631
"eLife Sciences Publications, Ltd",30,415,0,17,10.7554
eSAT Publishing House,0,0,0,1,10.15623
eSciPub LLC,0,0,0,2,10.28933
hpsmedia,0,0,0,14,10.3936
i-manager Publications,4,110,0,6,10.26634
iSchools,0,0,0,28,10.9776
rScroll,0,0,0,1,10.47611
sPage.direcT,0,0,0,1,10.36959
"thinkBiotech, LLC",0,0,0,6,10.5912
